sentence_grammatical,sentence_ungrammatical,phenomenon,paradigm,pair_ID,LS_diff,source,Good ID,Bad ID,LS_grammatical,LS_ungrammatical,LS_diff
There seems to have been elected an unpopular candidate.,There seem to have been elected an unpopular candidate.,LI_2015,35.3.Hazout.73b-73b,2066,-0.1546937558519351,Mahowald,35.3.Hazout.73b.OK.1,35.3.Hazout.73b.*.1,-0.2633658418494927,-0.1086720859975575,-0.1546937558519351
There seems to have been discovered a flaw in the reasoning.,There seem to have been discovered a flaw in the reasoning.,LI_2015,35.3.Hazout.73b-73b,2067,-0.0121015457667775,Mahowald,35.3.Hazout.73b.OK.2,35.3.Hazout.73b.*.2,-0.2367607791358063,-0.2246592333690288,-0.0121015457667775
There seems to have been chosen an unfavorable contestant.,There seem to have been chosen an unfavorable contestant.,LI_2015,35.3.Hazout.73b-73b,2068,0.1979128054658279,Mahowald,35.3.Hazout.73b.OK.3,35.3.Hazout.73b.*.3,-0.237179910772296,-0.435092716238124,0.1979128054658279
There seems to have been discovered a dangerous chemical.,There seem to have been discovered a dangerous chemical.,LI_2015,35.3.Hazout.73b-73b,2069,0.0645384021643435,Mahowald,35.3.Hazout.73b.OK.4,35.3.Hazout.73b.*.4,-0.3112974562627207,-0.3758358584270642,0.0645384021643435
There seems to have been elected a trustworthy representative.,There seem to have been elected a trustworthy representative.,LI_2015,35.3.Hazout.73b-73b,2070,0.2306414832390699,Mahowald,35.3.Hazout.73b.OK.5,35.3.Hazout.73b.*.5,0.0909172868495874,-0.1397241963894824,0.2306414832390699
There seems to have been chosen a replacement for the position.,There seem to have been chosen a replacement for the position.,LI_2015,35.3.Hazout.73b-73b,2071,0.2838757940955598,Mahowald,35.3.Hazout.73b.OK.6,35.3.Hazout.73b.*.6,-0.0550318456358178,-0.3389076397313776,0.2838757940955598
There seems to have been discovered a fake among the batch.,There seem to have been discovered a fake among the batch.,LI_2015,35.3.Hazout.73b-73b,2072,0.0526787383299984,Mahowald,35.3.Hazout.73b.OK.7,35.3.Hazout.73b.*.7,-0.2107416956696998,-0.2634204339996982,0.0526787383299984
There seems to have been chosen a very qualified candidate.,There seem to have been chosen a very qualified candidate.,LI_2015,35.3.Hazout.73b-73b,2073,0.0495296644068922,Mahowald,35.3.Hazout.73b.OK.8,35.3.Hazout.73b.*.8,-0.3335860347654472,-0.3831156991723394,0.0495296644068922
There seems to have been discovered an error in judgment.,There seem to have been discovered an error in judgment.,LI_2015,35.3.Hazout.73b-73b,2074,0.077077482231289,Mahowald,35.3.Hazout.73b.OK.9,35.3.Hazout.73b.*.9,-0.2201732844656011,-0.2972507666968901,0.077077482231289
There seems to have been elected a suitable president.,There seem to have been elected a suitable president.,LI_2015,35.3.Hazout.73b-73b,2075,0.0298331783707229,Mahowald,35.3.Hazout.73b.OK.10,35.3.Hazout.73b.*.10,-0.158036699275167,-0.1878698776458899,0.0298331783707229
There seems to have been chosen a leader from the group.,There seem to have been chosen a leader from the group.,LI_2015,35.3.Hazout.73b-73b,2076,0.1594520391777885,Mahowald,35.3.Hazout.73b.OK.11,35.3.Hazout.73b.*.11,-0.0669681795476607,-0.2264202187254492,0.1594520391777885
There seems to have been discovered a diamond in the rough.,There seem to have been discovered a diamond in the rough.,LI_2015,35.3.Hazout.73b-73b,2077,0.0926004639583015,Mahowald,35.3.Hazout.73b.OK.12,35.3.Hazout.73b.*.12,-0.0705918422650971,-0.1631923062233986,0.0926004639583015
John fed the baby.,John fed the carrots,LI_2015,35.3.Embick.72a-72b,2078,1.4018897143995015,Mahowald,35.3.Embick.72a.OK.1,35.3.Embick.72b.*.1,1.11557720214567,-0.2863125122538317,1.4018897143995015
Mary sold the bike.,Mary sold the customer.,LI_2015,35.3.Embick.72a-72b,2079,1.4607163605333098,Mahowald,35.3.Embick.72a.OK.2,35.3.Embick.72b.*.2,1.164204409829973,-0.2965119507033366,1.4607163605333098
Jennifer gave the speech.,Jennifer gave the books.,LI_2015,35.3.Embick.72a-72b,2080,0.9929493687723588,Mahowald,35.3.Embick.72a.OK.3,35.3.Embick.72b.*.3,1.048067048270643,0.0551176794982841,0.9929493687723588
Stephanie feeds the dogs.,Stephanie feeds the treats.,LI_2015,35.3.Embick.72a-72b,2081,1.4979859233844086,Mahowald,35.3.Embick.72a.OK.4,35.3.Embick.72b.*.4,1.0244332754711365,-0.4735526479132722,1.4979859233844086
Peter threw the ball.,Peter threw his brother.,LI_2015,35.3.Embick.72a-72b,2082,0.6928910189285158,Mahowald,35.3.Embick.72a.OK.5,35.3.Embick.72b.*.5,1.1805139263712867,0.487622907442771,0.6928910189285158
Anna gives her permission.,Anna gives the family.,LI_2015,35.3.Embick.72a-72b,2083,1.7231419297024182,Mahowald,35.3.Embick.72a.OK.6,35.3.Embick.72b.*.6,0.9394924548699404,-0.7836494748324779,1.7231419297024182
Jenny sells the newspaper.,Jenny sells the man.,LI_2015,35.3.Embick.72a-72b,2084,1.3154433607591214,Mahowald,35.3.Embick.72a.OK.7,35.3.Embick.72b.*.7,1.065484330885328,-0.2499590298737933,1.3154433607591214
Stephen fed the guests.,Stephen fed the food.,LI_2015,35.3.Embick.72a-72b,2085,2.0170444260725198,Mahowald,35.3.Embick.72a.OK.8,35.3.Embick.72b.*.8,1.008781152472899,-1.0082632735996206,2.0170444260725198
Dan gives a present.,Dan gives the children.,LI_2015,35.3.Embick.72a-72b,2086,1.3399379547058696,Mahowald,35.3.Embick.72a.OK.9,35.3.Embick.72b.*.9,0.6611100402520119,-0.6788279144538577,1.3399379547058696
Emily threw the balls.,Emily threw the audience.,LI_2015,35.3.Embick.72a-72b,2087,1.5060340724379766,Mahowald,35.3.Embick.72a.OK.10,35.3.Embick.72b.*.10,1.063393078852919,-0.4426409935850579,1.5060340724379766
Justin sold the bag.,Justin sold a viewer.,LI_2015,35.3.Embick.72a-72b,2088,0.7610924847062783,Mahowald,35.3.Embick.72a.OK.11,35.3.Embick.72b.*.11,1.1113926822310551,0.3503001975247768,0.7610924847062783
Cathy gave her support.,Cathy gave the people.,LI_2015,35.3.Embick.72a-72b,2089,1.8888578535219491,Mahowald,35.3.Embick.72a.OK.12,35.3.Embick.72b.*.12,0.9140741450324492,-0.9747837084895,1.8888578535219491
John is a person to whose daughter you talked.,John is a person the daughter of whom you met.,LI_2015,40.1.Heck.51-52,2090,-0.0190616101162751,Mahowald,40.1.Heck.51.OK.1,40.1.Heck.52.*.1,-0.5866076274867189,-0.5675460173704437,-0.0190616101162751
Mary is a girl with whose mother you chatted,Mary is a girl the mother of whom you like,LI_2015,40.1.Heck.51-52,2091,0.0865935451302942,Mahowald,40.1.Heck.51.OK.2,40.1.Heck.52.*.2,-0.4763006909625785,-0.5628942360928728,0.0865935451302942
Jennifer is an actress to whose friend he talks.,Jennifer is an actress the friend of whom he favors.,LI_2015,40.1.Heck.51-52,2092,-0.1714335098134994,Mahowald,40.1.Heck.51.OK.3,40.1.Heck.52.*.3,-0.5915133127638265,-0.420079802950327,-0.1714335098134994
Stephanie is a candidate in whose philosophy I believe.,Stephanie is a candidate the philosophy of whom I preach.,LI_2015,40.1.Heck.51-52,2093,1.091532877743713,Mahowald,40.1.Heck.51.OK.4,40.1.Heck.52.*.4,0.4842312872309016,-0.6073015905128114,1.091532877743713
Peter is an architect in whose buildings the man works.,Peter is an architect the buildings of whom the man builds.,LI_2015,40.1.Heck.51-52,2094,0.2847034183998567,Mahowald,40.1.Heck.51.OK.5,40.1.Heck.52.*.5,-0.4743952318365329,-0.7590986502363897,0.2847034183998567
Anna is a girl about whose clothes they talked.,Anna is a girl the clothes of whom they loved.,LI_2015,40.1.Heck.51-52,2095,0.2842616324938514,Mahowald,40.1.Heck.51.OK.6,40.1.Heck.52.*.6,-0.5988009353890039,-0.8830625678828553,0.2842616324938514
Jenny is a mother for whose baby I care.,Jenny is a mother the baby of whom I watch.,LI_2015,40.1.Heck.51-52,2096,0.1973752812084052,Mahowald,40.1.Heck.51.OK.7,40.1.Heck.52.*.7,-0.2608617980177564,-0.4582370792261617,0.1973752812084052
Stephen is a student for whose grades the children longed.,Stephen is a student the grades of whom the children admired.,LI_2015,40.1.Heck.51-52,2097,0.1473144764620104,Mahowald,40.1.Heck.51.OK.8,40.1.Heck.52.*.8,-0.4266061978973319,-0.5739206743593424,0.1473144764620104
Dan is a clown at whose antics the audience laughed.,Dan is a clown the antics of whom the audience enjoyed.,LI_2015,40.1.Heck.51-52,2098,0.3078306675826359,Mahowald,40.1.Heck.51.OK.9,40.1.Heck.52.*.9,0.0132942699689523,-0.2945363976136835,0.3078306675826359
Emily is a magician for whose tricks you fell.,Emily is a magician the tricks of whom you understood.,LI_2015,40.1.Heck.51-52,2099,0.0585656952140929,Mahowald,40.1.Heck.51.OK.10,40.1.Heck.52.*.10,-0.4959118263590959,-0.5544775215731889,0.0585656952140929
Justin is a man with whose wife the secret admirer flirted.,Justin is a man the wife of whom the secret admirer loved.,LI_2015,40.1.Heck.51-52,2100,-0.1037653780520129,Mahowald,40.1.Heck.51.OK.11,40.1.Heck.52.*.11,-0.6163515465899073,-0.5125861685378944,-0.1037653780520129
Cathy is a celebrity of whose songs the fans approve.,Cathy is a celebrity the songs of whom the fans applaud.,LI_2015,40.1.Heck.51-52,2101,0.2937520642075206,Mahowald,40.1.Heck.51.OK.12,40.1.Heck.52.*.12,-0.3902258762373692,-0.6839779404448898,0.2937520642075206
John's class was canceled but Mary's will be offered.,A student may not select a major until the finishes all the general education courses.,LI_2015,32.1.Martin.48a-48b,2102,0.7670938465379585,Mahowald,32.1.Martin.48a.OK.1,32.1.Martin.48b.*.1,0.4137993783286309,-0.3532944682093276,0.7670938465379585
"John's cat is still alive, but Mary's died.","John bought a cat, but the died.",LI_2015,32.1.Martin.48a-48b,2103,1.911260865415763,Mahowald,32.1.Martin.48a.OK.2,32.1.Martin.48b.*.2,0.9836803541057316,-0.9275805113100314,1.911260865415763
"John's book is new, but Mary's is old.","John's book is new, but the is old.",LI_2015,32.1.Martin.48a-48b,2104,2.1705953479132365,Mahowald,32.1.Martin.48a.OK.3,32.1.Martin.48b.*.3,0.9203830923966764,-1.2502122555165598,2.1705953479132365
"Bill's mom bought a dog, but Tom's bought a cat.","Bill's mom bought a dog, but the got sick.",LI_2015,32.1.Martin.48a-48b,2105,1.568483433650587,Mahowald,32.1.Martin.48a.OK.4,32.1.Martin.48b.*.4,0.6346978137211045,-0.9337856199294824,1.568483433650587
"Susan's brother is still playing video games, but Fred's has finished his homework.","Susan's brother is still playing video games, but the has finished his homework.",LI_2015,32.1.Martin.48a-48b,2106,1.0234132084457006,Mahowald,32.1.Martin.48a.OK.5,32.1.Martin.48b.*.5,0.2008528109868835,-0.8225603974588171,1.0234132084457006
"Sam's wallet was stolen, but Sally's was found on the floor.","Sam's wallet was stolen, but the was found on the floor.",LI_2015,32.1.Martin.48a-48b,2107,1.6459292259512064,Mahowald,32.1.Martin.48a.OK.6,32.1.Martin.48b.*.6,0.8265586743641572,-0.8193705515870492,1.6459292259512064
"Bill's computer is damaged, but Tom's still works.","Bill's computer is damaged, but the still works",LI_2015,32.1.Martin.48a-48b,2108,1.808710621668198,Mahowald,32.1.Martin.48a.OK.7,32.1.Martin.48b.*.7,0.9500510395540492,-0.858659582114149,1.808710621668198
"Mary's bag is heavy, but Susan's is classy.","Mary's bag is heavy, but the is classy.",LI_2015,32.1.Martin.48a-48b,2109,1.8542738802633023,Mahowald,32.1.Martin.48a.OK.8,32.1.Martin.48b.*.8,0.6486028414099996,-1.205671038853303,1.8542738802633023
"John's teacher is very old, but Bill's is beautiful.","John's teacher is very old, but the is beautiful.",LI_2015,32.1.Martin.48a-48b,2110,1.3478358759633422,Mahowald,32.1.Martin.48a.OK.9,32.1.Martin.48b.*.9,0.4280261826449379,-0.9198096933184042,1.3478358759633422
"Fred's daughter receives financial aid, but Sam's pays most of her own tuition.","Fred's daughter receives financial aid, but the pays most of her own tuition.",LI_2015,32.1.Martin.48a-48b,2111,1.4889531142830896,Mahowald,32.1.Martin.48a.OK.10,32.1.Martin.48b.*.10,0.6763899550096716,-0.812563159273418,1.4889531142830896
"Sally's sister is tall, but Susan's is heavy.","Sally's sister is tall, but the is heavy.",LI_2015,32.1.Martin.48a-48b,2112,1.5334135769321369,Mahowald,32.1.Martin.48a.OK.11,32.1.Martin.48b.*.11,0.4543604847794408,-1.079053092152696,1.5334135769321369
"Tom's father is strict, but Fred's is kind.","Tom's father is strict, but the is kind.",LI_2015,32.1.Martin.48a-48b,2113,1.8585740706513896,Mahowald,32.1.Martin.48a.OK.12,32.1.Martin.48b.*.12,0.8995338401592795,-0.9590402304921104,1.8585740706513896
Which book did you file before reading?,Who did you explain met you before recognizing?,LI_2015,33.4.Neeleman.97a-98,2114,0.9851959628616174,Mahowald,33.4.Neeleman.97a.OK.1,33.4.Neeleman.98.*.1,0.2702949801301933,-0.7149009827314241,0.9851959628616174
Which girl did you call after running into?,Which girl did you say kissed you after running into?,LI_2015,33.4.Neeleman.97a-98,2115,0.0201545203215596,Mahowald,33.4.Neeleman.97a.OK.2,33.4.Neeleman.98.*.2,-0.1717089092138095,-0.1918634295353691,0.0201545203215596
Which explanation did you believe after listening to?,Which explanation did you believe was correct after listening to?,LI_2015,33.4.Neeleman.97a-98,2116,-0.423059752179308,Mahowald,33.4.Neeleman.97a.OK.3,33.4.Neeleman.98.*.3,-0.4617046681769483,-0.0386449159976402,-0.423059752179308
Which word did you say without thinking about?,Which word did you say surprised the teacher without thinking about?,LI_2015,33.4.Neeleman.97a-98,2117,0.893941155639846,Mahowald,33.4.Neeleman.97a.OK.4,33.4.Neeleman.98.*.4,0.380357721325981,-0.5135834343138649,0.893941155639846
Which question did you explain before turning in?,Which question did you explain made Sam confused before turning in?,LI_2015,33.4.Neeleman.97a-98,2118,0.5384881002196692,Mahowald,33.4.Neeleman.97a.OK.5,33.4.Neeleman.98.*.5,-0.0209360345308797,-0.559424134750549,0.5384881002196692
Which person did you believe without talking to?,Which person did you believe told the truth without talking to?,LI_2015,33.4.Neeleman.97a-98,2119,0.2402550505816903,Mahowald,33.4.Neeleman.97a.OK.6,33.4.Neeleman.98.*.6,-0.0208575443735147,-0.2611125949552051,0.2402550505816903
Which picture did you buy after looking at?,Which picture did you think is more expensive after looking at?,LI_2015,33.4.Neeleman.97a-98,2120,-0.1295073713887052,Mahowald,33.4.Neeleman.97a.OK.7,33.4.Neeleman.98.*.7,-0.0704464035357791,0.059060967852926,-0.1295073713887052
Which problem did you study before figuring out?,Which problem did you say confused you before figuring out?,LI_2015,33.4.Neeleman.97a-98,2121,-0.0741111421939047,Mahowald,33.4.Neeleman.97a.OK.8,33.4.Neeleman.98.*.8,-0.1270880726848489,-0.0529769304909441,-0.0741111421939047
Which boy did you call after running into?,Which boy did you think was cute after running into?,LI_2015,33.4.Neeleman.97a-98,2122,-0.0514194752173895,Mahowald,33.4.Neeleman.97a.OK.9,33.4.Neeleman.98.*.9,-0.3964542566878362,-0.3450347814704467,-0.0514194752173895
Which bag did you lose after picking up?,Which bag did you say was heavy after picking up?,LI_2015,33.4.Neeleman.97a-98,2123,-0.3271344314433442,Mahowald,33.4.Neeleman.97a.OK.10,33.4.Neeleman.98.*.10,-0.2343597486752529,0.0927746827680913,-0.3271344314433442
Which student did you ignore before talking to?,Which student did you think came from France before talking to?,LI_2015,33.4.Neeleman.97a-98,2124,0.4027386702076405,Mahowald,33.4.Neeleman.97a.OK.11,33.4.Neeleman.98.*.11,-0.2188046422604839,-0.6215433124681244,0.4027386702076405
Which idea did you believe without thinking about?,Which idea did you believe was stupid without thinking about?,LI_2015,33.4.Neeleman.97a-98,2125,0.328611145687514,Mahowald,33.4.Neeleman.97a.OK.12,33.4.Neeleman.98.*.12,0.1160862198021646,-0.2125249258853494,0.328611145687514
I saw a chemistry student.,I saw a vice-chancellor picture.,LI_2015,34.2.Panagiotidis.12a-b,2126,1.1599509938507186,Mahowald,34.2.Panagiotidis.12a.OK.1,34.2.Panagiotidis.b.*.1,1.2932496161972926,0.133298622346574,1.1599509938507186
I saw a physics teacher.,I saw a president photo.,LI_2015,34.2.Panagiotidis.12a-b,2127,1.0829802579017769,Mahowald,34.2.Panagiotidis.12a.OK.2,34.2.Panagiotidis.b.*.2,0.936859533140726,-0.1461207247610504,1.0829802579017769
I saw a physics student.,I saw a student photo.,LI_2015,34.2.Panagiotidis.12a-b,2128,0.2613362514409243,Mahowald,34.2.Panagiotidis.12a.OK.3,34.2.Panagiotidis.b.*.3,1.2281407329772296,0.9668044815363052,0.2613362514409243
Tom drew a math teacher.,Tom drew a teacher portrait.,LI_2015,34.2.Panagiotidis.12a-b,2129,0.2222852496850994,Mahowald,34.2.Panagiotidis.12a.OK.4,34.2.Panagiotidis.b.*.4,0.3393320223640777,0.1170467726789783,0.2222852496850994
John criticized a chemistry professor.,John criticized a professor drawing.,LI_2015,34.2.Panagiotidis.12a-b,2130,1.283799239474061,Mahowald,34.2.Panagiotidis.12a.OK.5,34.2.Panagiotidis.b.*.5,1.1660594185952933,-0.1177398208787677,1.283799239474061
Susan appreciated a math professor.,Susan appreciated a professor portrait.,LI_2015,34.2.Panagiotidis.12a-b,2131,0.9336649542093048,Mahowald,34.2.Panagiotidis.12a.OK.6,34.2.Panagiotidis.b.*.6,0.4647011248017581,-0.4689638294075466,0.9336649542093048
Mary loves a physics student.,Mary loves a student drawing.,LI_2015,34.2.Panagiotidis.12a-b,2132,0.8195838753591334,Mahowald,34.2.Panagiotidis.12a.OK.7,34.2.Panagiotidis.b.*.7,1.0006266498672718,0.1810427745081384,0.8195838753591334
Fred touched a math professor.,Fred touched a professor photo.,LI_2015,34.2.Panagiotidis.12a-b,2133,1.2460967290416272,Mahowald,34.2.Panagiotidis.12a.OK.8,34.2.Panagiotidis.b.*.8,0.8985107736956771,-0.34758595534595,1.2460967290416272
Sam forgot a chemistry teacher.,Sam forgot a teacher portrait.,LI_2015,34.2.Panagiotidis.12a-b,2134,0.3757964253028573,Mahowald,34.2.Panagiotidis.12a.OK.9,34.2.Panagiotidis.b.*.9,0.4924042401369504,0.1166078148340931,0.3757964253028573
Bill hates a math student.,Bill hates a student photo.,LI_2015,34.2.Panagiotidis.12a-b,2135,0.5286243182197938,Mahowald,34.2.Panagiotidis.12a.OK.10,34.2.Panagiotidis.b.*.10,0.7261579294422522,0.1975336112224583,0.5286243182197938
Mary poked a math teacher.,Mary poked a teacher portrait.,LI_2015,34.2.Panagiotidis.12a-b,2136,1.4899789728294568,Mahowald,34.2.Panagiotidis.12a.OK.11,34.2.Panagiotidis.b.*.11,1.0883364371244286,-0.4016425357050283,1.4899789728294568
Sally saw a chemistry student.,Sally saw a student portrait.,LI_2015,34.2.Panagiotidis.12a-b,2137,0.4258633011493141,Mahowald,34.2.Panagiotidis.12a.OK.12,34.2.Panagiotidis.b.*.12,1.0315765127971888,0.6057132116478746,0.4258633011493141
John knocked on the door intentionally twice.,John intentionally twice knocked on the door.,LI_2015,34.3.Takano.2b-d,2138,0.3623512920323071,Mahowald,34.3.Takano.2b.OK.1,34.3.Takano.d.??.1,0.1566064157103426,-0.2057448763219645,0.3623512920323071
Mary bumped her shin accidentally three times.,Mary accidentally three times bumped her shin.,LI_2015,34.3.Takano.2b-d,2139,0.7765906691218344,Mahowald,34.3.Takano.2b.OK.2,34.3.Takano.d.??.2,0.4356004108205118,-0.3409902583013225,0.7765906691218344
John read the book on purpose three times.,John on purpose three times read the book.,LI_2015,34.3.Takano.2b-d,2140,0.7083800315540589,Mahowald,34.3.Takano.2b.OK.3,34.3.Takano.d.??.3,0.1668999655978349,-0.541480065956224,0.7083800315540589
Sam drew a dog intentionally ten times.,Sam intentionally ten times drew a dog.,LI_2015,34.3.Takano.2b-d,2141,0.9382068681203798,Mahowald,34.3.Takano.2b.OK.4,34.3.Takano.d.??.4,0.349857269912967,-0.5883495982074127,0.9382068681203798
Bill picked a wrong pen accidentally twice.,Bill accidentally twice picked a wrong pen.,LI_2015,34.3.Takano.2b-d,2142,-0.0439361265984338,Mahowald,34.3.Takano.2b.OK.5,34.3.Takano.d.??.5,-0.505967121833928,-0.4620309952354941,-0.0439361265984338
Susan said the same thing on purpose five times.,Susan on purpose five times said the same thing.,LI_2015,34.3.Takano.2b-d,2143,1.3881952124021808,Mahowald,34.3.Takano.2b.OK.6,34.3.Takano.d.??.6,0.8005085041409388,-0.5876867082612421,1.3881952124021808
Mary watched the movie intentionally three times.,Mary intentionally three times watched the movie.,LI_2015,34.3.Takano.2b-d,2144,0.6904351322372135,Mahowald,34.3.Takano.2b.OK.7,34.3.Takano.d.??.7,0.2876669665990563,-0.4027681656381571,0.6904351322372135
Sally paid her bill accidentally twice.,Sally accidentally twice paid her bill.,LI_2015,34.3.Takano.2b-d,2145,0.066084621181986,Mahowald,34.3.Takano.2b.OK.8,34.3.Takano.d.??.8,-0.1613676559483456,-0.2274522771303316,0.066084621181986
Fred met his friend on purpose three times.,Fred on purpose three times met his friend.,LI_2015,34.3.Takano.2b-d,2146,0.6694729912341348,Mahowald,34.3.Takano.2b.OK.9,34.3.Takano.d.??.9,-0.1264360829545029,-0.7959090741886379,0.6694729912341348
John smiled to the girl intentionally four times.,John intentionally four times smiled to the girl.,LI_2015,34.3.Takano.2b-d,2147,0.7170668432396129,Mahowald,34.3.Takano.2b.OK.10,34.3.Takano.d.??.10,0.1587434281787231,-0.5583234150608898,0.7170668432396129
Susan went to her friend's house unintentionally twice.,Susan unintentionally twice went to her friend's house.,LI_2015,34.3.Takano.2b-d,2148,0.222922836025415,Mahowald,34.3.Takano.2b.OK.11,34.3.Takano.d.??.11,-0.1998475326690357,-0.4227703686944508,0.222922836025415
Bill played the same song accidentally three times.,Bill accidentally three times played the same song.,LI_2015,34.3.Takano.2b-d,2149,0.9184992324178948,Mahowald,34.3.Takano.2b.OK.12,34.3.Takano.d.??.12,0.373078271860175,-0.5454209605577197,0.9184992324178948
There was elected an unpopular candidate.,There were elected an unpopular candidate.,LI_2015,35.2.Hazout.1a-1a,2150,0.4637840224987067,Mahowald,35.2.Hazout.1a.OK.1,35.2.Hazout.1a.*.1,-0.3054284197660571,-0.7692124422647638,0.4637840224987067
There was discovered a flaw in the reasoning.,There were discovered a flaw in the reasoning.,LI_2015,35.2.Hazout.1a-1a,2151,0.3600461474003957,Mahowald,35.2.Hazout.1a.OK.2,35.2.Hazout.1a.*.2,-0.3798924368318547,-0.7399385842322505,0.3600461474003957
There was discovered a bug on the desk.,There were discovered a bug on the desk.,LI_2015,35.2.Hazout.1a-1a,2152,0.393190514242595,Mahowald,35.2.Hazout.1a.OK.3,35.2.Hazout.1a.*.3,-0.4523505800775008,-0.8455410943200958,0.393190514242595
There was chosen a person in each group to be the group leader.,There were chosen a person in each group to be the group leader.,LI_2015,35.2.Hazout.1a-1a,2153,0.5365583001178917,Mahowald,35.2.Hazout.1a.OK.4,35.2.Hazout.1a.*.4,-0.1809463376598952,-0.7175046377777871,0.5365583001178917
There was elected a president of the math club.,There were elected a president of the math club.,LI_2015,35.2.Hazout.1a-1a,2154,0.4496415681293296,Mahowald,35.2.Hazout.1a.OK.5,35.2.Hazout.1a.*.5,-0.37542429352083,-0.8250658616501596,0.4496415681293296
There was discovered a pen on the floor.,There were discovered a pen on the floor.,LI_2015,35.2.Hazout.1a-1a,2155,0.6210045396261787,Mahowald,35.2.Hazout.1a.OK.6,35.2.Hazout.1a.*.6,-0.3821891935227519,-1.003193733148931,0.6210045396261787
There was elected a young candidate from Boston.,There were elected a young candidate from Boston.,LI_2015,35.2.Hazout.1a-1a,2156,0.6761660000776194,Mahowald,35.2.Hazout.1a.OK.7,35.2.Hazout.1a.*.7,-0.102209170133994,-0.7783751702116135,0.6761660000776194
There was chosen a man to play the game.,There were chosen a man to play the game.,LI_2015,35.2.Hazout.1a-1a,2157,0.5599224480105258,Mahowald,35.2.Hazout.1a.OK.8,35.2.Hazout.1a.*.8,-0.4683633822996163,-1.028285830310142,0.5599224480105258
There was discovered a young child in the pub.,There were discovered a young child in the pub.,LI_2015,35.2.Hazout.1a-1a,2158,0.5449498569548246,Mahowald,35.2.Hazout.1a.OK.9,35.2.Hazout.1a.*.9,-0.3800946272891121,-0.9250444842439368,0.5449498569548246
There was chosen a couple on the street.,There were chosen a couple on the street.,LI_2015,35.2.Hazout.1a-1a,2159,0.3279104077059942,Mahowald,35.2.Hazout.1a.OK.10,35.2.Hazout.1a.*.10,-0.4110350669567549,-0.7389454746627492,0.3279104077059942
There was elected a vice president during the meeting.,There were elected a vice president during the meeting.,LI_2015,35.2.Hazout.1a-1a,2160,0.538322414241195,Mahowald,35.2.Hazout.1a.OK.11,35.2.Hazout.1a.*.11,-0.4186432207378416,-0.9569656349790366,0.538322414241195
There was discovered a toy in the swimming pool.,There were discovered a toy in the swimming pool.,LI_2015,35.2.Hazout.1a-1a,2161,0.4971882581322114,Mahowald,35.2.Hazout.1a.OK.12,35.2.Hazout.1a.*.12,-0.3691433897085758,-0.8663316478407873,0.4971882581322114
Who do you think that he will talk to?,Who do you think that to he will talk?,LI_2015,41.1.Muller.28a-28b,2162,1.2326820299426178,Mahowald,41.1.Muller.28a.OK.1,41.1.Muller.28b.*.1,0.4786129717518003,-0.7540690581908175,1.2326820299426178
What do you think that Mary is playing with?,What do you think that with Mary is playing?,LI_2015,41.1.Muller.28a-28b,2163,1.3793797197702542,Mahowald,41.1.Muller.28a.OK.2,41.1.Muller.28b.*.2,0.7039782032219347,-0.6754015165483195,1.3793797197702542
What do you think that John is looking at?,What do you think that at John is looking?,LI_2015,41.1.Muller.28a-28b,2164,1.7198542091000373,Mahowald,41.1.Muller.28a.OK.3,41.1.Muller.28b.*.3,0.7971875528222234,-0.922666656277814,1.7198542091000373
What do you think that Sam is talking to?,What do you think that to Sam is talking?,LI_2015,41.1.Muller.28a-28b,2165,0.4084782630263726,Mahowald,41.1.Muller.28a.OK.4,41.1.Muller.28b.*.4,-0.5576724898674518,-0.9661507528938243,0.4084782630263726
What do you think that Mary is thinking about?,What do you think that about Mary is thinking?,LI_2015,41.1.Muller.28a-28b,2166,1.4922370292997478,Mahowald,41.1.Muller.28a.OK.5,41.1.Muller.28b.*.5,0.6944535691176927,-0.7977834601820551,1.4922370292997478
What do you think that Susan will talk about?,What do you think that about Susan will talk?,LI_2015,41.1.Muller.28a-28b,2167,1.4321928670926063,Mahowald,41.1.Muller.28a.OK.6,41.1.Muller.28b.*.6,0.5392618534377781,-0.8929310136548282,1.4321928670926063
What do you think that Bill will play with?,What do you think that with Bill will play?,LI_2015,41.1.Muller.28a-28b,2168,1.2544069266312787,Mahowald,41.1.Muller.28a.OK.7,41.1.Muller.28b.*.7,0.4185884028709216,-0.8358185237603571,1.2544069266312787
What do you think that Sally is running to?,What do you think that to Sally is running?,LI_2015,41.1.Muller.28a-28b,2169,0.8151539775158859,Mahowald,41.1.Muller.28a.OK.8,41.1.Muller.28b.*.8,0.1100792103786664,-0.7050747671372195,0.8151539775158859
What do you think that Fred is laughing at?,What do you think that at Fred is laughing?,LI_2015,41.1.Muller.28a-28b,2170,1.462679957072211,Mahowald,41.1.Muller.28a.OK.9,41.1.Muller.28b.*.9,0.6958891701718002,-0.7667907869004111,1.462679957072211
What do you think that Sam will write about?,What do you think that about Sam will write?,LI_2015,41.1.Muller.28a-28b,2171,1.4431479901955788,Mahowald,41.1.Muller.28a.OK.10,41.1.Muller.28b.*.10,0.746636996238124,-0.6965109939574549,1.4431479901955788
What do you think that John is walking with?,What do you think that with John is walking?,LI_2015,41.1.Muller.28a-28b,2172,0.8416542585524146,Mahowald,41.1.Muller.28a.OK.11,41.1.Muller.28b.*.11,-0.2220766242606314,-1.063730882813046,0.8416542585524146
