sentence_grammatical,sentence_ungrammatical,source,paradigm,phenomenon,LS_grammatical,LS_ungrammatical,LS_diff,pair_ID
Only that plane ever slipped.,Even that plane ever slipped.,blimp,only_npi_licensor_present,npi_licensing,,,,653
Only Victoria ever pressed this hospital to impress Kayla.,Even Victoria ever pressed this hospital to impress Kayla.,blimp,only_npi_licensor_present,npi_licensing,,,,654
Only these customers ever admire Julie.,Even these customers ever admire Julie.,blimp,only_npi_licensor_present,npi_licensing,,,,655
Only Andrea will ever sneeze.,Even Andrea will ever sneeze.,blimp,only_npi_licensor_present,npi_licensing,,,,656
Only Dawn could ever salute.,Even Dawn could ever salute.,blimp,only_npi_licensor_present,npi_licensing,,,,657
Only Eric ever requires most synopses to bore Larry.,Even Eric ever requires most synopses to bore Larry.,blimp,only_npi_licensor_present,npi_licensing,,,,658
Only that actor ever conceals Melinda.,Even that actor ever conceals Melinda.,blimp,only_npi_licensor_present,npi_licensing,,,,659
Jason isn't arguing about that hypothesis.,Jason isn't arguing about that hypotheses.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,660
Paul was discovering those hypotheses.,Paul was discovering those hypothesis.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,661
A lot of doctors clean that thesis.,A lot of doctors clean that theses.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,662
Linda discussed this oasis.,Linda discussed this oases.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,663
Most boys might reveal that child.,Most boys might reveal that children.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,664
Mary wasn't arguing about these crises.,Mary wasn't arguing about these crisis.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,665
Emily insults that oasis.,Emily insults that oases.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,666
Deanna embarrassed those alumni.,Deanna embarrassed those alumnus.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,667
Some students conceal that mouse.,Some students conceal that mice.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,668
Nicole had remembered those analyses.,Nicole had remembered those analysis.,blimp,determiner_noun_agreement_irregular_1,determiner_noun_agreement,,,,669
Sarah convinced Bill that he will have gone to the party by the time he goes to bed this evening.,Sarah convinced Bill that he would have gone to the party by the time he goes to bed this evening.,li,LI-Adger,LI-Adger,-0.5019858144615386,-0.4817865451538461,-0.0201992693076923,670
Celia convinced Brad that he will have eaten dinner by the time she gets home.,Celia convinced Brad that he would have eaten dinner by the time she gets home.,li,LI-Adger,LI-Adger,0.1761573316923077,0.0935750358461538,0.0825822958461539,671
Benny convinced Cindy that she will have gotten dressed by the time he wakes up.,Benny convinced Cindy that she would have gotten dressed by the time he wakes up.,li,LI-Adger,LI-Adger,-0.1316166756153846,-0.0744004826923077,-0.0572161929230768,672
Cameron convinced Velma that she will have finished her coffee by the time the place closes.,Cameron convinced Velma that she would have finished her coffee by the time the place closes.,li,LI-Adger,LI-Adger,0.5182016516363638,0.3409742014615385,0.1772274501748252,673
Judy convinced Edith that she will have forgotten about Rick by the time Christmas comes around.,Judy convinced Edith that she would have forgotten about Rick by the time Christmas comes around.,li,LI-Adger,LI-Adger,0.7450489697692307,0.4272800161666667,0.317768953602564,674
Jan convinced Emile that he will have gotten better by the time he has to go to school.,Jan convinced Emile that he would have gotten better by the time he has to go to school.,li,LI-Adger,LI-Adger,0.18310771075,0.1783706277692307,0.0047370829807692,675
The father convinced the mother that she will have forgiven her daughter by the time she comes home for a visit.,The father convinced the mother that she would have forgiven her daughter by the time she comes home for a visit.,li,LI-Adger,LI-Adger,0.1793690673076922,-0.25319697775,0.4325660450576923,676
The principal convinced the teacher that he will have finished grading before he goes on vacation.,The principal convinced the teacher that he would have finished grading before he goes on vacation.,li,LI-Adger,LI-Adger,0.982568456,-0.0171824076923076,0.9997508636923076,677
John flattered Mary while insulting himself.,John flattered Mary while insulting herself.,li,LI-Adger,LI-Adger,0.3718101387692307,-0.4878712489166667,0.8596813876858975,678
Amber called Anthony after injuring herself.,Amber called Anthony after injuring himself.,li,LI-Adger,LI-Adger,1.0330172516666667,-0.0652447494615384,1.0982620011282052,679
Tim complimented Hannah after introducing himself.,Tim complimented Hannah after introducing herself.,li,LI-Adger,LI-Adger,0.5136307890769231,-0.2244355140833333,0.7380663031602563,680
Tina aggravated Ethan while amusing herself.,Tina aggravated Ethan while amusing himself.,li,LI-Adger,LI-Adger,0.5995257171666665,0.0913329042307692,0.5081928129358972,681
Natalie surprised Jared while boring herself.,Natalie surprised Jared while boring himself.,li,LI-Adger,LI-Adger,-0.1539767213846154,-0.5914770776666667,0.4375003562820513,682
Dale found Brooke after frightening himself. ,Dale found Brooke after frightening herself. ,li,LI-Adger,LI-Adger,0.2453559013076923,0.1283620418461538,0.1169938594615384,683
Molly avoided Keith after embarrassing herself. ,Molly avoided Keith after embarrassing himself. ,li,LI-Adger,LI-Adger,1.100310284923077,-0.3808051313846154,1.4811154163076925,684
Josh annoyed Paige while distracting himself.,Josh annoyed Paige while distracting herself.,li,LI-Adger,LI-Adger,0.3553539776153846,-0.3192926199230769,0.6746465975384615,685
Last night there was an attempt to shoot me.,Last night there was an attempt to shoot oneself.,li,LI-Adger,LI-Adger,0.4400671006923077,-0.4587156731538461,0.8987827738461538,686
Last month there was a plan to promote me.,Last month there was a plan to promote oneself.,li,LI-Adger,LI-Adger,0.5944253423846154,0.052841994,0.5415833483846154,687
Last week there was a request to transfer me.,Last week there was a request to transfer oneself.,li,LI-Adger,LI-Adger,0.9862490633846156,-0.6679897843076924,1.6542388476923078,688
Last year there was a proposal to fire me.,Last year there was a proposal to fire oneself.,li,LI-Adger,LI-Adger,0.8336091704545455,-0.1846585761538461,1.0182677466083918,689
Last Monday there was a plot to annoy me.,Last Monday there was a plot to annoy oneself.,li,LI-Adger,LI-Adger,0.572779913,-0.6631347079090909,1.235914620909091,690
Last Tuesday there was an agreement to replace me.,Last Tuesday there was an agreement to replace oneself.,li,LI-Adger,LI-Adger,0.8780813670769232,-0.8796070786153846,1.757688445692308,691
Last weekend there was a suggestion to uninvite me.,Last weekend there was a suggestion to uninvite oneself.,li,LI-Adger,LI-Adger,0.4096684085384616,-0.2515561974615384,0.661224606,692
Last Friday there was an order to transfer me.,Last Friday there was an order to transfer oneself.,li,LI-Adger,LI-Adger,0.8873054984615384,-0.2381609281538461,1.1254664266153844,693
Helen examined Bernie in order for us to vindicate ourselves.,Helen examined Bernie in order for us to vindicate herself.,li,LI-Adger,LI-Adger,0.2600130788461539,-0.3247830544166667,0.5847961332628206,694
Nathan called Samantha in order for us to amuse ourselves.,Nathan called Samantha in order for us to amuse himself.,li,LI-Adger,LI-Adger,-0.05579946425,-0.6350048100833332,0.5792053458333332,695
Austin left instructions in order for us to help ourselves.,Austin left instructions in order for us to help himself.,li,LI-Adger,LI-Adger,0.5809257130833333,-0.6491689022307694,1.2300946153141026,696
Emma brought video games in order for us to distract ourselves.,Emma brought video games in order for us to distract herself.,li,LI-Adger,LI-Adger,0.5488114336923077,-0.4196367951538461,0.9684482288461538,697
Allison bought board games in order for us to entertain ourselves.,Allison bought board games in order for us to entertain herself.,li,LI-Adger,LI-Adger,0.6007466635384615,-0.6697949741666666,1.270541637705128,698
Edward created a website in order for us to promote ourselves.,Edward created a website in order for us to promote himself.,li,LI-Adger,LI-Adger,1.0138587588333332,-0.2300386442307692,1.2438974030641026,699
Cynthia threw a party in order for us to establish ourselves.,Cynthia threw a party in order for us to establish herself.,li,LI-Adger,LI-Adger,0.5577784612307692,-0.8018633665833333,1.3596418278141025,700
Gary interrupted the conversation in order for us to introduce ourselves.,Gary interrupted the conversation in order for us to introduce himself.,li,LI-Adger,LI-Adger,0.7950489805833332,-0.2160715149999999,1.011120495583333,701
John's promise to Susan to take care of himself.,John's promise to Susan to take care of herself.,li,LI-Adger,LI-Adger,0.3746259937692308,-0.1845767748333333,0.5592027686025641,702
Erica's vow to Matt to take care of herself.,Erica's vow to Matt to take care of himself.,li,LI-Adger,LI-Adger,0.3686631286923077,-0.0265488265384615,0.3952119552307692,703
Ryan's offer to Susan to take care of himself.,Ryan's offer to Susan to take care of herself.,li,LI-Adger,LI-Adger,0.2257125824615385,-0.1208304171538461,0.3465429996153847,704
Natalie's guarantee to Robert to take care of herself.,Natalie's guarantee to Robert to take care of himself.,li,LI-Adger,LI-Adger,-0.3635883226153847,-0.3675139686153846,0.0039256459999999,705
Ethan's obligation to Patricia to take care of himself.,Ethan's obligation to Patricia to take care of herself.,li,LI-Adger,LI-Adger,0.3026063099999999,-0.2870303427692307,0.5896366527692307,706
Debbie's pledge to Jason to take care of herself.,Debbie's pledge to Jason to take care of himself.,li,LI-Adger,LI-Adger,0.6818529125833334,-0.5411221373846153,1.2229750499679488,707
Carl's pledge to Jenny to take care of himself.,Carl's pledge to Jenny to take care of herself.,li,LI-Adger,LI-Adger,0.3939295293333333,-0.2976901988333333,0.6916197281666667,708
Melissa's pledge to Dan to take care of herself.,Melissa's pledge to Dan to take care of himself.,li,LI-Adger,LI-Adger,0.5577566366666667,-0.3601995355384615,0.9179561722051284,709
Toby said to Sally to take care of herself.,Toby said to Sally to take care of himself.,li,LI-Adger,LI-Adger,0.4111662849230769,-0.5283859723076924,0.9395522572307692,710
Veronica shouted to Nathan to look after himself.,Veronica shouted to Nathan to look after herself.,li,LI-Adger,LI-Adger,0.7109515891818182,-0.0696457072307692,0.7805972964125875,711
Christopher yelled to April to protect herself.,Christopher yelled to April to protect himself.,li,LI-Adger,LI-Adger,0.8472592082307693,-0.2464744971818181,1.0937337054125873,712
Stacey screamed to Anthony to cover himself.,Stacey screamed to Anthony to cover herself.,li,LI-Adger,LI-Adger,1.164814078846154,-0.156208557076923,1.321022635923077,713
Brent signaled to Samantha to excuse herself.,Brent signaled to Samantha to excuse himself.,li,LI-Adger,LI-Adger,0.8157063267692308,0.7243592709999999,0.0913470557692309,714
Amy said to Shane to entertain himself.,Amy said to Shane to entertain herself.,li,LI-Adger,LI-Adger,0.1203623933076923,-0.7916984457692308,0.912060839076923,715
Eric shouted to Maria to believe in herself.,Eric shouted to Maria to believe in himself.,li,LI-Adger,LI-Adger,0.8170762462307692,-0.5312247343076923,1.3483009805384616,716
Tania signaled to Frank to behave himself.,Tania signaled to Frank to behave herself.,li,LI-Adger,LI-Adger,0.8160316345384616,0.0649070851538461,0.7511245493846155,717
Jack asked Sally to be allowed to take care of himself.,Jack asked Sally to be allowed to take care of herself.,li,LI-Adger,LI-Adger,0.0807941075384616,-0.5151860552500002,0.5959801627884618,718
Beth begged Peter to be allowed to take care of herself.,Beth begged Peter to be allowed to take care of himself.,li,LI-Adger,LI-Adger,0.5699722014999998,-0.6819078423333332,1.251880043833333,719
Dean requested Michelle to be allowed to take care of himself.,Dean requested Michelle to be allowed to take care of herself.,li,LI-Adger,LI-Adger,-0.3787532341666666,0.1391962391538461,-0.5179494733205128,720
Eva beseeched Luke to be allowed to take care of herself.,Eva beseeched Luke to be allowed to take care of himself.,li,LI-Adger,LI-Adger,-0.1459210258461538,-0.1718636981666666,0.0259426723205127,721
Helen pleaded with Kyle to be allowed to take care of herself.,Helen pleaded with Kyle to be allowed to take care of himself.,li,LI-Adger,LI-Adger,0.1027662581538462,-0.1983858751666666,0.3011521333205128,722
Jake prayed to mother nature to be allowed to take care of himself.,Jake prayed to mother nature to be allowed to take care of herself.,li,LI-Adger,LI-Adger,-0.059031145,-0.5732965618461539,0.5142654168461538,723
Katie asked Greg to be allowed to take care of herself.,Katie asked Greg to be allowed to take care of himself.,li,LI-Adger,LI-Adger,0.4450701796923076,-0.4236862129999999,0.8687563926923075,724
Leonard begged Jennifer to be allowed to take care of himself.,Leonard begged Jennifer to be allowed to take care of herself.,li,LI-Adger,LI-Adger,-0.1360857678333333,-0.5844532026923077,0.4483674348589744,725
The millionaire didn't leave the hospital a red cent.,The millionaire didn't leave every hospital a red cent.,li,LI-Adger,LI-Adger,0.7344052579230769,-0.3220708706923077,1.0564761286153843,726
The customer didn't pay the store a red cent.,The customer didn't pay every store a red cent.,li,LI-Adger,LI-Adger,0.5182433774166667,-0.8128030909999999,1.3310464684166663,727
Someone better leave town.,Anyone better leave town.,li,LI-Adger,LI-Adger,0.7002924888461539,-0.6315907218181818,1.3318832106643357,728
Someone better play soccer.,Anyone better play soccer.,li,LI-Adger,LI-Adger,0.63052348,-0.985331363,1.6158548430000002,729
Someone better make dinner.,Anyone better make dinner.,li,LI-Adger,LI-Adger,1.3133641679230768,-0.6457437703846155,1.9591079383076924,730
Someone better come home.,Anyone better come home.,li,LI-Adger,LI-Adger,1.1063781867692308,-0.5119247466923077,1.6183029334615386,731
Someone better evacuate the building.,Anyone better evacuate the building.,li,LI-Adger,LI-Adger,0.6926654279230771,-0.919463839153846,1.6121292670769232,732
Someone better run the marathon.,Anyone better run the marathon.,li,LI-Adger,LI-Adger,0.639556995923077,-0.7656077938461537,1.4051647897692308,733
Someone better fly the plane.,Anyone better fly the plane.,li,LI-Adger,LI-Adger,0.8855795439166667,-0.7609924696153847,1.6465720135320514,734
Someone better sing the national anthem.,Anyone better sing the national anthem.,li,LI-Adger,LI-Adger,1.0876228804545454,-0.3827352375384615,1.470358117993007,735
Which book did you file before reading?,Which book did you sleep before reading?,li,LI-Adger,LI-Adger,0.3463175656153847,-0.9278150618333332,1.274132627448718,736
Which appetizer did you taste before serving?,Which appetizer did you cough before serving?,li,LI-Adger,LI-Adger,0.6325543580833334,-1.3516801851538458,1.984234543237179,737
Which car did you crash after buying?,Which car did you worry after buying?,li,LI-Adger,LI-Adger,0.3854083766153845,-1.1241276553846156,1.5095360320000002,738
Which coworker did George compliment before insulting?,Which coworker did George yawn before insulting?,li,LI-Adger,LI-Adger,0.3783718783076922,-0.8401260826923077,1.218497961,739
Which book did you lose before finishing?,Which book did you resign before finishing?,li,LI-Adger,LI-Adger,0.2021759065833333,-0.506891626,0.7090675325833334,740
Which shirt did you buy without trying on?,Which shirt did you laugh without trying on?,li,LI-Adger,LI-Adger,0.4721892118461538,-1.1685792918333335,1.6407685036794877,741
Which song did you download without recognizing?,Which song did you nap without recognizing?,li,LI-Adger,LI-Adger,0.3412215484166667,-1.2397473683846152,1.580968916801282,742
There are linguists available.,There are linguists tall.,li,LI-Adger,LI-Adger,1.0486821592307691,-1.172820136,2.221502295230769,743
There are books accessible.,There are books thick.,li,LI-Adger,LI-Adger,0.42834635725,-1.1582196888461538,1.5865660460961537,744
There are leaves burnt.,There are leaves green.,li,LI-Adger,LI-Adger,-0.1975235242307692,-0.8851994823076924,0.6876759580769232,745
There are firemen injured.,There are firemen brave.,li,LI-Adger,LI-Adger,0.8523031079230768,-1.08895957025,1.9412626781730768,746
There are programs offered.,There are programs difficult.,li,LI-Adger,LI-Adger,0.56985446875,-1.1155120998461538,1.685366568596154,747
"John promised Mary to leave, and Sue promised to write more poetry.","John promised Mary to leave, and Sue did to write more poetry.",li,LI-Adger,LI-Adger,-0.209111785,-0.7842540701538461,0.5751422851538461,748
"Courtney tried to read more Shakespeare, and Zachary tried to study more chemistry.","Courtney tried to read more Shakespeare, and Zachary did to study more chemistry.",li,LI-Adger,LI-Adger,0.9361497665384616,-0.6963234403846155,1.632473206923077,749
"Scott attempted to eat more vegetables, and Erin attempted to run more laps.","Scott attempted to eat more vegetables, and Erin did to run more laps.",li,LI-Adger,LI-Adger,0.790403689923077,-0.6938093510769231,1.484213041,750
"Allison forgot to practice her violin, and Carl forgot to finish his homework.","Allison forgot to practice her violin, and Carl did to finish his homework.",li,LI-Adger,LI-Adger,0.6816159116666668,-1.076629165076923,1.7582450767435898,751
"Leon intended to exercise, and Eli intended to watch a movie.","Leon intended to exercise, and Eli did to watch a movie.",li,LI-Adger,LI-Adger,0.7081917007692307,-0.5909438539166666,1.2991355546858974,752
"Kelsey hoped to win the marathon, and Christian hoped to win the tennis tournament.","Kelsey hoped to win the marathon, and Christian did to win the tennis tournament.",li,LI-Adger,LI-Adger,0.98329518375,-0.7099777366153847,1.693272920365385,753
"Julian learned to drive, and Rita learned to compose music.","Julian learned to drive, and Rita did to compose music.",li,LI-Adger,LI-Adger,0.9387785633846152,-1.0302006381666666,1.968979201551282,754
"Natalie refused to bike to work, and Gabrielle refused to drive.","Natalie refused to bike to work, and Gabrielle did to drive.",li,LI-Adger,LI-Adger,0.6623371088461538,-0.8052537838461539,1.4675908926923076,755
There seems to be a man in the garden.,There expects to be a man in the garden.,li,LI-Adger,LI-Adger,1.105141989076923,-0.6458691865454544,1.7510111756223774,756
There appears to be a meeting on Thursday.,There tried to be a meeting on Thursday.,li,LI-Adger,LI-Adger,0.9075374223076924,-1.140331593076923,2.047869015384616,757
There seems to be a new deal in the works.,There desires to be a new deal in the works.,li,LI-Adger,LI-Adger,1.2861715759230767,-0.6909993877692308,1.977170963692308,758
There appears to be a car waiting at the airport.,There forgot to be a car waiting at the airport.,li,LI-Adger,LI-Adger,1.0341327265384617,-1.0961092033846156,2.130241929923077,759
There seems to be a party for the new manager.,There hoped to be a party for the new manager.,li,LI-Adger,LI-Adger,0.663810676,-0.9204339077692308,1.5842445837692307,760
There appears to be a new rule about vacation days.,There intends to be a new rule about vacation days.,li,LI-Adger,LI-Adger,1.2868589749230768,-0.0086508046923076,1.2955097796153845,761
There seems to be a bonus in my paycheck.,There managed to be a bonus in my paycheck.,li,LI-Adger,LI-Adger,1.1166555783846157,0.0639655261538461,1.0526900522307694,762
There appears to be a construction sign on the freeway.,There remembered to be a construction sign on the freeway.,li,LI-Adger,LI-Adger,1.2041646460000002,-1.147192764,2.3513574100000003,763
Mary pounded the apple flat.,Mary pounded the apple flattened.,li,LI-Adger,LI-Adger,0.5283942424615384,-1.021085428818182,1.5494796712797203,764
John kicked the door open.,John kicked the door opened.,li,LI-Adger,LI-Adger,1.2630977953846154,0.3394034426923077,0.9236943526923076,765
Bill drank the glass empty.,Bill drank the glass emptied.,li,LI-Adger,LI-Adger,-0.4095572429999999,-0.905549910076923,0.495992667076923,766
The heat turned the meat rotten.,The heat turned the meat rotted.,li,LI-Adger,LI-Adger,0.7475292441538463,-0.6534656061538461,1.4009948503076923,767
Nathan shook the towel dry.,Nathan shook the towel dried.,li,LI-Adger,LI-Adger,1.1010384484615383,-0.666993569,1.7680320174615385,768
Lisa rolled the pancake flat.,Lisa rolled the pancake flattened.,li,LI-Adger,LI-Adger,1.019137514076923,-0.7038227843076922,1.7229602983846153,769
Natalie pushed the window open.,Natalie pushed the window opened.,li,LI-Adger,LI-Adger,0.973020285,0.7249122880769231,0.2481079969230769,770
Jason shook the shirt dry.,Jason shook the shirt dried.,li,LI-Adger,LI-Adger,0.9645520053636364,-0.7924429342307693,1.7569949395944056,771
Some frogs and a fish are in the pond.,Some frogs and a fish is in the pond.,li,LI-Adger,LI-Adger,0.9678475686923076,-0.424027051,1.3918746196923075,772
Some papers and a pen are in the drawer.,Some papers and a pen is in the drawer.,li,LI-Adger,LI-Adger,0.8153407754615383,0.1429897373846154,0.6723510380769229,773
Some dogs and a cat are in the alley.,Some dogs and a cat is in the alley.,li,LI-Adger,LI-Adger,1.0161913071538462,-0.4491525541538461,1.4653438613076923,774
Some boys and a girl are in the car.,Some boys and a girl is in the car.,li,LI-Adger,LI-Adger,0.9842094704615384,-0.1945776804615384,1.178787150923077,775
Some workers and a supervisor are in the office.,Some workers and a supervisor is in the office.,li,LI-Adger,LI-Adger,1.0101193113076925,-0.4215557884615384,1.431675099769231,776
Some players and a coach are in the arena.,Some players and a coach is in the arena.,li,LI-Adger,LI-Adger,0.7209720117272727,-0.3373596034615384,1.0583316151888111,777
Some magazines and a book are in the storage box.,Some magazines and a book is in the storage box.,li,LI-Adger,LI-Adger,1.033228056,-0.5546292566363635,1.5878573126363635,778
Some sweaters and a shirt are in the suitcase.,Some sweaters and a shirt is in the suitcase.,li,LI-Adger,LI-Adger,0.7241184846153844,0.1276766776923077,0.5964418069230767,779
I would have been elected.,Me would have been elected.,li,LI-Adger,LI-Adger,0.894109866846154,-1.2197149835,2.113824850346154,780
She would have been hired.,Her would have been hired.,li,LI-Adger,LI-Adger,1.3386673069166666,-1.0159101811666666,2.354577488083333,781
He would have been fired.,Him would have been fired.,li,LI-Adger,LI-Adger,1.2648397295,-1.2630186115384616,2.5278583410384616,782
We would have been selected.,Us would have been selected.,li,LI-Adger,LI-Adger,1.0399599761538465,-1.0106597029230768,2.050619679076923,783
They would have been promoted.,Them would have been promoted.,li,LI-Adger,LI-Adger,0.9695510852307692,-0.9828358070833332,1.9523868923141023,784
I would have been chosen.,Me would have been chosen.,li,LI-Adger,LI-Adger,1.07160659375,-1.239277833615385,2.310884427365385,785
She would have been recognized.,Her would have been recognized.,li,LI-Adger,LI-Adger,1.137846978923077,-0.7077408683333334,1.8455878472564105,786
He would have been replaced.,Him would have been replaced.,li,LI-Adger,LI-Adger,1.0392773463333334,-1.3437771968461536,2.3830545431794867,787
There tend to be storms at this time of year. ,There like to be storms at this time of year.,li,LI-Adger,LI-Adger,0.7348680293846155,-0.6845626522307692,1.4194306816153848,788
There seem to be teenagers at the birthday party.,There want to be teenagers at the birthday party.,li,LI-Adger,LI-Adger,0.766796239923077,-0.8214606628461539,1.5882569027692308,789
There is likely to be a problem with this plan.,There is eager to be a problem with this plan.,li,LI-Adger,LI-Adger,0.4921787720000001,-1.1359208286923077,1.628099600692308,790
There happen to be tools in the trunk.,There expect to be tools in the trunk.,li,LI-Adger,LI-Adger,0.3639957638461538,-1.064672337666667,1.4286681015128206,791
There are unlikely to be insects inside the wood.,There are happy to be insects inside the wood.,li,LI-Adger,LI-Adger,0.4946479221666667,-1.1744788204615382,1.6691267426282048,792
There appear to be ambulances nearby.,There try to be ambulances nearby.,li,LI-Adger,LI-Adger,0.5570231666923077,-1.102774894583333,1.659798061275641,793
I like eating sushi. ,I seem eating sushi.,li,LI-Adger,LI-Adger,1.135818108,-1.0313231525,2.1671412605,794
I hate worrying about exams.,I tend worrying about exams.,li,LI-Adger,LI-Adger,1.2661963315833331,-0.8132800394615386,2.079476371044872,795
You tried dancing a tango.,You seem dancing a tango. ,li,LI-Adger,LI-Adger,0.9145154543076924,-0.9733026046666668,1.887818058974359,796
She detests standing in the rain.,She happens standing in the rain.,li,LI-Adger,LI-Adger,1.1252758601666668,-0.87979878075,2.005074640916667,797
They fear being left behind.,They seem being left behind.,li,LI-Adger,LI-Adger,0.8465404570769232,-0.5354872446153847,1.3820277016923077,798
We despise getting bills in the mail.,We happen getting bills in the mail.,li,LI-Adger,LI-Adger,0.6430325243846153,-1.0906796089166668,1.7337121333012822,799
They love receiving large presents.,They tend receiving large presents.,li,LI-Adger,LI-Adger,1.2426735738333334,-0.7822798896923077,2.024953463525641,800
I hate eating sushi.,I seem eating sushi.,li,LI-Adger,LI-Adger,1.3855206803076925,-1.322089553153846,2.7076102334615384,801
I like drinking milkshakes.,I tend drinking milkshakes.,li,LI-Adger,LI-Adger,1.3319834436153843,-1.0674726177692309,2.3994560613846154,802
I prefer lifting weights.,I appear lifting weights.,li,LI-Adger,LI-Adger,1.164617344153846,-0.5855128503846154,1.7501301945384615,803
I prefer playing tennis.,I appear playing tennis.,li,LI-Adger,LI-Adger,1.4318605416363637,-0.9282197193076924,2.360080260944056,804
I like taking vacations.,I tend taking vacations.,li,LI-Adger,LI-Adger,1.3253276405384615,-0.9135623378181816,2.238889978356643,805
I hate missing work.,I seem missing work.,li,LI-Adger,LI-Adger,1.4652126333846156,-1.223050988,2.688263621384616,806
"Blake said that he would beard his tormentor before the night was up, but the actual doing of it proved rather difficult.","Blake said that he would beard his tormentor before the night was up, but the actual doing of so proved rather difficult.",li,LI-Adger,LI-Adger,-0.5930388161538462,-0.97644619425,0.3834073780961536,807
"My roommate said that he would bring home more milk, but the actual doing of it remains to be seen.","My roommate said that he would bring home more milk, but the actual doing of so remains to be seen.",li,LI-Adger,LI-Adger,0.4308661810769231,-0.2265150912307692,0.6573812723076923,808
"Megan said that Ben might propose to her, but the actual doing of it would take much courage.","Megan said that Ben might propose to her, but the actual doing of so would take much courage.",li,LI-Adger,LI-Adger,-0.1940844446923077,-0.3604233462307692,0.1663389015384615,809
"The dentist said that I should start flossing, but the actual doing of it is burdensome.","The dentist said that I should start flossing, but the actual doing of so is burdensome.",li,LI-Adger,LI-Adger,-0.1461388803076923,-0.3071511503076923,0.1610122699999999,810
"The label said that he should handle the package with care, but the actual doing of it was not easy for the driver.","The label said that he should handle the package with care, but the actual doing of so was not easy for the driver.",li,LI-Adger,LI-Adger,-0.0594087406153846,0.0600177465384615,-0.1194264871538461,811
"Alex said we should take Sunset Blvd, but the actual doing of it was slowed down by heavy traffic.","Alex said we should take Sunset Blvd, but the actual doing of so was slowed down by heavy traffic.",li,LI-Adger,LI-Adger,-0.5071973618333333,-0.2572832792307692,-0.2499140826025641,812
"The politicians said that we should use less gas, but the actual doing of it has proved very challenging.","The politicians said that we should use less gas, but the actual doing of so has proved very challenging.",li,LI-Adger,LI-Adger,-0.1822636571538461,-0.1843530376666666,0.0020893805128204,813
"Mr. Ted said we should write five pages each night, but the actual doing of it turned out to be impossible.","Mr. Ted said we should write five pages each night, but the actual doing of so turned out to be impossible.",li,LI-Adger,LI-Adger,0.0523765349166666,-0.434584402076923,0.4869609369935897,814
Eva was killed by John.,Eva was killed from John.,li,LI-Adger,LI-Adger,1.0511892083076924,-0.9007525328333332,1.9519417411410256,815
Hillary was interviewed by the FBI.,Hillary was interviewed from the FBI.,li,LI-Adger,LI-Adger,1.3803379254166668,-0.5361054365384615,1.916443361955128,816
Steve was scolded by his teacher.,Steve was scolded from his teacher.,li,LI-Adger,LI-Adger,0.831697698923077,-0.47025751125,1.3019552101730771,817
Caroline was congratulated by her coworkers.,Caroline was congratulated from her coworkers.,li,LI-Adger,LI-Adger,1.1209999003076925,0.0809305539230769,1.0400693463846151,818
Dale was suspended by the principal.,Dale was suspended from the principal.,li,LI-Adger,LI-Adger,1.2018920155384616,-0.6719596193076923,1.873851634846154,819
Linda was hired by Theresa.,Linda was hired from Theresa.,li,LI-Adger,LI-Adger,1.2621349565384616,-0.3129564333846154,1.575091389923077,820
Marcie was fired by her manager.,Marcie was fired from her manager.,li,LI-Adger,LI-Adger,1.2173264297692308,-0.5744009978461537,1.7917274276153845,821
John was kissed by his mother.,John was kissed from his mother.,li,LI-Adger,LI-Adger,1.0761719445000002,-0.4915338063076923,1.5677057508076926,822
Mr. Fender realized that his wife hated to kiss in front of the kids.,Mr. Fender realized that his wife started to kiss in front of the kids.,li,LI-Adger,LI-Adger,0.940246881,-0.1767058361538461,1.1169527171538465,823
We knew that Prof. Barnacle arranged to meet after class.,We knew that Prof. Barnacle remembered to meet after class.,li,LI-Adger,LI-Adger,0.7158268796153847,0.3521685483076923,0.3636583313076924,824
Jennie noticed that her boyfriend hoped to kiss in front of his parents.,Jennie noticed that her boyfriend dared to kiss in front of his parents.,li,LI-Adger,LI-Adger,-0.0524946995384615,-0.3863899164545454,0.3338952169160839,825
She plays the guitar and Betsy the harmonica.,She plays the guitar because Betsy the harmonica.,li,LI-Adger,LI-Adger,0.4393465383076923,-1.016826327,1.4561728653076922,826
Mike prefers tennis and Jon baseball.,Mike prefers tennis because Jon baseball.,li,LI-Adger,LI-Adger,0.2754157619166666,-1.2231317646666666,1.4985475265833332,827
Caroline likes cupcakes and Lisa cookies.,Caroline likes cupcakes because Lisa cookies.,li,LI-Adger,LI-Adger,0.4491529476363636,-1.2865641563846153,1.735717104020979,828
Dennis loves math and Steve science.,Dennis loves math because Steve science.,li,LI-Adger,LI-Adger,0.0507355855384615,-1.0580140687692308,1.1087496543076922,829
